Node_production,Source,Technology,Year,Production_volume,Production_cost,PV,Onshore
COL_C01494,Onshore,Alkaline,2050,40262.83272,28.79249965,0,7.659252769
COL_C01494,Hybrid,PEM,2050,65120.11778,4.248498737,2.527954632,0
COL_C01494,Hybrid,Alkaline,2050,59633.61093,2.444498877,2.435110374,0
COL_C01495,PV,PEM,2050,65448.97275,3.876497709,2.188661016,0
COL_C01495,PV,Alkaline,2050,59801.14211,2.211498041,2.09373955,0
COL_C01495,Onshore,PEM,2050,137179.5929,3.602495124,0,1.56465219
COL_C01495,Onshore,Alkaline,2050,126766.5,2.167496598,0,1.53565198
COL_C01495,Hybrid,PEM,2050,141660.9688,3.504496463,0.776112732,1.360102878
COL_C01495,Hybrid,Alkaline,2050,125672.1319,2.105499024,0.85483821,1.232323814
COL_C01496,PV,PEM,2050,63992.76623,3.918499502,2.145141866,0
COL_C01496,PV,Alkaline,2050,58477.936,2.234498947,2.054181426,0
COL_C01496,Onshore,PEM,2050,128411.7626,3.770496565,0,1.524965977
COL_C01496,Onshore,Alkaline,2050,118941.9753,2.26649672,0,1.501352773
COL_C01496,Hybrid,PEM,2050,133500.6075,3.625498611,0.960406589,1.260407049
COL_C01496,Hybrid,Alkaline,2050,108008.2207,2.168499265,1.250673886,0.919590071
BHS_C01473,PV,PEM,2050,65679.43903,3.843498023,2.070354895,0
BHS_C01473,PV,Alkaline,2050,60580.58124,2.254498086,2.011381931,0
BHS_C01473,Onshore,PEM,2050,95886.15484,5.699496357,0,1.731757851
BHS_C01473,Onshore,Alkaline,2050,86749.54229,3.539498217,0,1.656354306
BHS_C01473,Hybrid,PEM,2050,65437.23359,3.846498897,2.05650375,0
BHS_C01473,Hybrid,Alkaline,2050,60387.1292,2.257498817,2.000400539,0
BHS_C01474,PV,PEM,2050,65720.24023,3.869498172,2.097623068,0
BHS_C01474,PV,Alkaline,2050,59819.24328,2.270499798,1.993443647,0
BHS_C01474,Onshore,PEM,2050,108481.9029,5.25349762,0,1.823597406
BHS_C01474,Onshore,Alkaline,2050,99101.1432,3.270497906,0,1.766016963
BHS_C01474,Hybrid,PEM,2050,65443.19966,3.872498679,2.081722112,0
BHS_C01474,Hybrid,Alkaline,2050,60507.59954,2.274498392,2.031916073,0
BHS_C01468,PV,PEM,2050,64306.22091,3.889499097,2.036982805,0
BHS_C01468,PV,Alkaline,2050,59203.48726,2.279497793,1.972828034,0
BHS_C01468,Onshore,PEM,2050,80911.22472,6.608497608,0,1.686405586
BHS_C01468,Onshore,Alkaline,2050,72546.83216,4.098498402,0,1.595197391
BHS_C01468,Hybrid,PEM,2050,64763.33964,3.893497657,2.063415567,0
BHS_C01468,Hybrid,Alkaline,2050,59007.70851,2.282497852,1.961612529,0
BHS_C01469,PV,PEM,2050,65751.95668,3.827499536,2.059016923,0
BHS_C01469,PV,Alkaline,2050,60055.0392,2.244499152,1.968348694,0
BHS_C01469,Onshore,PEM,2050,90450.12899,6.452496492,0,1.880232513
BHS_C01469,Onshore,Alkaline,2050,81456.80252,4.017498893,0,1.789835999
BHS_C01469,Hybrid,PEM,2050,66311.0026,3.831497712,2.090713997,0
BHS_C01469,Hybrid,Alkaline,2050,60627.02285,2.248498008,2.000119107,0
BHS_C01470,PV,PEM,2050,64741.80024,3.888497941,2.060636713,0
BHS_C01470,PV,Alkaline,2050,59054.33818,2.278498575,1.963232063,0
BHS_C01470,Onshore,PEM,2050,81724.34179,6.563497408,0,1.693070572
BHS_C01470,Onshore,Alkaline,2050,73120.00376,4.070498125,0,1.597072672
BHS_C01470,Hybrid,PEM,2050,64458.28212,3.891499375,2.044298919,0
BHS_C01470,Hybrid,Alkaline,2050,58764.87027,2.281498678,1.946898725,0
BHS_C01471,PV,PEM,2050,66493.88401,3.823497672,2.096356997,0
BHS_C01471,PV,Alkaline,2050,60764.26885,2.24249797,2.003601806,0
BHS_C01471,Onshore,PEM,2050,92858.82104,6.041498571,0,1.789860115
BHS_C01471,Onshore,Alkaline,2050,84428.13975,3.757499112,0,1.723609598
BHS_C01471,Hybrid,PEM,2050,66337.66458,3.826497133,2.087344292,0
BHS_C01471,Hybrid,Alkaline,2050,60485.92314,2.245498621,1.988106533,0
BHS_C01472,PV,PEM,2050,65463.97648,3.862497346,2.07652114,0
BHS_C01472,PV,Alkaline,2050,59390.67776,2.263499028,1.959980457,0
BHS_C01472,Onshore,PEM,2050,94856.74648,5.676498772,0,1.699813737
BHS_C01472,Onshore,Alkaline,2050,86976.18336,3.525498487,0,1.653588002
BHS_C01472,Hybrid,PEM,2050,65300.49328,3.865497451,2.067017866,0
BHS_C01472,Hybrid,Alkaline,2050,59880.32546,2.267497685,1.987529219,0
BRB_C01475,PV,PEM,2050,67513.52736,3.696497794,2.005776587,0
BRB_C01475,PV,Alkaline,2050,61754.90592,2.178499512,1.920348956,0
BRB_C01475,Onshore,PEM,2050,130186.987,4.440496992,0,1.842129323
BRB_C01475,Onshore,Alkaline,2050,117644.9722,2.784499213,0,1.76047303
BRB_C01475,Hybrid,PEM,2050,67799.85215,3.70049632,2.021711295,0
BRB_C01475,Hybrid,Alkaline,2050,62299.65834,2.182497535,1.949464542,0
BLZ_C01476,PV,PEM,2050,66545.58102,3.911497371,2.138243141,0
BLZ_C01476,PV,Alkaline,2050,60383.21212,2.326498407,2.019499405,0
BLZ_C01476,Onshore,PEM,2050,105354.6823,7.771497936,0,2.782044564
BLZ_C01476,Onshore,Alkaline,2050,95567.9884,4.962497996,0,2.67775724
BLZ_C01476,Hybrid,PEM,2050,66371.30341,3.914498009,2.12810025,0
BLZ_C01476,Hybrid,Alkaline,2050,60781.94591,2.330497464,2.042182816,0
BLZ_C01477,PV,PEM,2050,66294.12854,3.85049875,2.065502625,0
BLZ_C01477,PV,Alkaline,2050,60834.90491,2.288498555,1.989287657,0
BLZ_C01477,Onshore,PEM,2050,101244.2256,8.708498379,0,3.030801259
BLZ_C01477,Onshore,Alkaline,2050,90052.221,5.570499123,0,2.854169204
BLZ_C01477,Hybrid,PEM,2050,66639.21177,3.85449695,2.085241975,0
BLZ_C01477,Hybrid,Alkaline,2050,61223.56057,2.292497723,2.011077952,0
BMU_C01478,PV,PEM,2050,64907.00651,3.794497276,2.140544501,0
BMU_C01478,PV,Alkaline,2050,59380.66602,2.120498435,2.052280747,0
BMU_C01478,Onshore,PEM,2050,90932.60176,5.149495476,0,1.492479028
BMU_C01478,Onshore,Alkaline,2050,82860.66673,3.026037877,0,1.438907248
BMU_C01478,Hybrid,PEM,2050,64724.05416,3.797498607,2.129793138,0
BMU_C01478,Hybrid,Alkaline,2050,59046.91421,2.123499067,2.033231362,0
BES_C01479,PV,PEM,2050,66449.36247,3.705497613,2.138970071,0
BES_C01479,PV,Alkaline,2050,60766.54977,2.070498216,2.048626104,0
BES_C01479,Onshore,PEM,2050,137128.4522,3.965498404,0,1.797789159
BES_C01479,Onshore,Alkaline,2050,127419.2425,2.350497338,0,1.778037441
BES_C01479,Hybrid,PEM,2050,91854.32046,3.700498546,1.696927289,0.501390591
BES_C01479,Hybrid,Alkaline,2050,60512.28939,2.073498638,2.034306532,0
BES_C01563,PV,PEM,2050,65637.02768,3.577499392,1.966923621,0
BES_C01563,PV,Alkaline,2050,60550.76347,1.992498031,1.911835564,0
BES_C01563,Onshore,PEM,2050,112495.2216,4.906497845,0,1.834210969
BES_C01563,Onshore,Alkaline,2050,102567.2637,2.905498127,0,1.772319662
BES_C01563,Hybrid,PEM,2050,66178.30454,3.581497234,1.996596978,0
BES_C01563,Hybrid,Alkaline,2050,60243.758,1.995498752,1.895299025,0
BES_C01564,PV,PEM,2050,65835.76279,3.57749905,1.977580352,0
BES_C01564,PV,Alkaline,2050,60595.9988,1.992497883,1.91418975,0
BES_C01564,Onshore,PEM,2050,112947.4486,4.906496202,0,1.843282911
BES_C01564,Onshore,Alkaline,2050,102949.79,2.905498257,0,1.780175133
BES_C01564,Hybrid,PEM,2050,66249.22396,3.581497082,2.000400539,0
BES_C01564,Hybrid,Alkaline,2050,60310.70885,1.995498891,1.89878331,0
BES_C01566,PV,PEM,2050,65854.37739,3.577498024,1.97857753,0
BES_C01566,PV,Alkaline,2050,60084.16686,1.991499232,1.885960235,0
BES_C01566,Onshore,PEM,2050,112056.4241,4.894497666,0,1.819878119
BES_C01566,Onshore,Alkaline,2050,103050.871,2.898497004,0,1.777102482
BES_C01566,Hybrid,PEM,2050,65546.77029,3.580499023,1.961736688,0
BES_C01566,Hybrid,Alkaline,2050,60629.53471,1.995498066,1.915373399,0
BES_C01567,PV,PEM,2050,65788.66635,3.576498269,1.974060228,0
BES_C01567,PV,Alkaline,2050,60519.32589,1.991498507,1.908596872,0
BES_C01567,Onshore,PEM,2050,112548.6134,4.891496526,0,1.828339297
BES_C01567,Onshore,Alkaline,2050,102977.1214,2.896497883,0,1.774122672
BES_C01567,Hybrid,PEM,2050,66150.29034,3.580497441,1.994095375,0
BES_C01567,Hybrid,Alkaline,2050,60230.40694,1.994499295,1.893009588,0
VGB_C01480,PV,PEM,2050,66779.37974,3.592498346,2.043312498,0
VGB_C01480,PV,Alkaline,2050,60657.5785,2.002499228,1.933465463,0
VGB_C01480,Onshore,PEM,2050,110170.3208,5.091497295,0,1.871379385
VGB_C01480,Onshore,Alkaline,2050,101483.8673,3.017496888,0,1.831177947
VGB_C01480,Hybrid,PEM,2050,66543.59356,3.595498329,2.030263311,0
VGB_C01480,Hybrid,Alkaline,2050,61245.6658,2.006498006,1.965282837,0
CUB_C01513,PV,PEM,2050,63585.78601,3.782497057,2.053836907,0
CUB_C01513,PV,Alkaline,2050,57994.57677,2.108498556,1.957001752,0
CUB_C01513,Onshore,PEM,2050,91924.73401,6.076497631,0,1.863787881
CUB_C01513,Onshore,Alkaline,2050,83037.79519,3.597499033,0,1.781312952
CUB_C01513,Hybrid,PEM,2050,63443.86849,3.785498336,2.04545295,0
CUB_C01513,Hybrid,Alkaline,2050,58402.47027,2.112497614,1.980489514,0
CUB_C01514,PV,PEM,2050,64289.88571,3.760497923,2.072409117,0
CUB_C01514,PV,Alkaline,2050,58964.96212,2.098498483,1.994870447,0
CUB_C01514,Onshore,PEM,2050,103804.7858,5.661497391,0,1.982139422
CUB_C01514,Onshore,Alkaline,2050,93841.29581,3.35849829,0,1.896472647
CUB_C01514,Hybrid,PEM,2050,64049.69269,3.76349923,2.058527507,0
CUB_C01514,Hybrid,Alkaline,2050,58537.40401,2.101499421,1.970874887,0
CUB_C01508,PV,PEM,2050,65704.67229,3.726498222,2.118440803,0
CUB_C01508,PV,Alkaline,2050,59570.90635,2.080498833,1.999705866,0
CUB_C01508,Onshore,PEM,2050,94629.90389,6.127498261,0,1.950920766
CUB_C01508,Onshore,Alkaline,2050,86247.55265,3.633497511,0,1.885231985
CUB_C01508,Hybrid,PEM,2050,65451.04714,3.729499218,2.103924345,0
CUB_C01508,Hybrid,Alkaline,2050,60038.44435,2.084498062,2.026162925,0
CUB_C01509,PV,PEM,2050,65822.46669,3.693498715,2.092210004,0
CUB_C01509,PV,Alkaline,2050,60431.10461,2.062498165,2.017666789,0
CUB_C01509,Onshore,PEM,2050,95913.39481,5.634497221,0,1.788670959
CUB_C01509,Onshore,Alkaline,2050,86468.39555,3.330498086,0,1.703956361
CUB_C01509,Hybrid,PEM,2050,66229.68126,3.697498119,2.115409975,0
CUB_C01509,Hybrid,Alkaline,2050,60120.49341,2.065499049,2.000368003,0
CUB_C01510,PV,PEM,2050,66254.37092,3.678497907,2.101113773,0
CUB_C01510,PV,Alkaline,2050,60767.70195,2.054498215,2.022932288,0
CUB_C01510,Onshore,PEM,2050,94223.73114,5.753496362,0,1.795821693
CUB_C01510,Onshore,Alkaline,2050,86681.2723,3.403497069,0,1.754126527
CUB_C01510,Hybrid,PEM,2050,66568.43915,3.682497303,2.119087741,0
CUB_C01510,Hybrid,Alkaline,2050,60478.78627,2.057499263,2.006861126,0
CUB_C01511,PV,PEM,2050,64978.45867,3.711498537,2.063139895,0
CUB_C01511,PV,Alkaline,2050,59840.60102,2.071497856,2.000103378,0
CUB_C01511,Onshore,PEM,2050,94539.91924,5.978497041,0,1.890737844
CUB_C01511,Onshore,Alkaline,2050,85602.40963,3.540498239,0,1.81182408
CUB_C01511,Hybrid,PEM,2050,65368.12481,3.715497075,2.085464737,0
CUB_C01511,Hybrid,Alkaline,2050,59606.54098,2.074498511,1.986879497,0
CUB_C01512,PV,PEM,2050,64567.02696,3.765498231,2.092913974,0
CUB_C01512,PV,Alkaline,2050,59363.51045,2.102498083,2.023022974,0
CUB_C01512,Onshore,PEM,2050,106682.3852,5.9874982,0,2.19181858
CUB_C01512,Onshore,Alkaline,2050,97443.44614,3.563497823,0,2.124633208
CUB_C01512,Hybrid,PEM,2050,64232.13092,3.768499599,2.073665962,0
CUB_C01512,Hybrid,Alkaline,2050,59162.47933,2.105497853,2.011424948,0
CUW_C01515,PV,PEM,2050,65884.27862,3.731497768,2.133452262,0
CUW_C01515,PV,Alkaline,2050,60592.57308,2.085498309,2.063288388,0
CUW_C01515,Onshore,PEM,2050,136919.3407,3.962497761,0,1.792713613
CUW_C01515,Onshore,Alkaline,2050,125393.9854,2.347498777,0,1.741785469
CUW_C01515,Hybrid,PEM,2050,92426.176,3.716499641,1.665363003,0.524693186
CUW_C01515,Hybrid,Alkaline,2050,60343.5011,2.088498719,2.049152157,0
CUW_C01516,PV,PEM,2050,65837.33783,3.735497324,2.134803687,0
CUW_C01516,PV,Alkaline,2050,59697.61649,2.086499291,2.016085508,0
CUW_C01516,Onshore,PEM,2050,136887.1524,4.00949661,0,1.818648357
CUW_C01516,Onshore,Alkaline,2050,124911.6193,2.375498504,0,1.758758038
CUW_C01516,Hybrid,PEM,2050,80496.83145,3.734499116,1.846753613,0.300484375
CUW_C01516,Hybrid,Alkaline,2050,60347.49317,2.090498346,2.052566396,0
DMA_C01517,PV,PEM,2050,67517.04426,3.663498167,1.9978328,0
DMA_C01517,PV,Alkaline,2050,62126.73476,2.14349814,1.932454534,0
DMA_C01517,Onshore,PEM,2050,126948.8778,4.458498726,0,1.807407542
DMA_C01517,Onshore,Alkaline,2050,117474.5491,2.77549734,0,1.77849175
DMA_C01517,Hybrid,PEM,2050,67803.40972,3.66749618,2.013711815,0
DMA_C01517,Hybrid,Alkaline,2050,61730.82161,2.146499274,1.911544089,0
DOM_C01518,PV,PEM,2050,66129.94398,3.82449857,2.077412475,0
DOM_C01518,PV,Alkaline,2050,60843.54416,2.243497737,2.009895425,0
DOM_C01518,Onshore,PEM,2050,112457.7338,5.210496377,0,1.887247665
DOM_C01518,Onshore,Alkaline,2050,103343.654,3.24749702,0,1.841009415
DOM_C01518,Hybrid,PEM,2050,66532.89598,3.828497331,2.100421133,0
DOM_C01518,Hybrid,Alkaline,2050,60640.01515,2.246498249,1.998418886,0
DOM_C01519,PV,PEM,2050,66300.18739,3.835498684,2.097533844,0
DOM_C01519,PV,Alkaline,2050,60596.40481,2.250498788,2.006896743,0
DOM_C01519,Onshore,PEM,2050,113823.7664,5.130498345,0,1.879178374
DOM_C01519,Onshore,Alkaline,2050,103692.4566,3.197498848,0,1.814364912
DOM_C01519,Hybrid,PEM,2050,66688.07489,3.839496952,2.119769319,0
DOM_C01519,Hybrid,Alkaline,2050,60245.42025,2.253499114,1.98742207,0
DOM_C01520,PV,PEM,2050,66588.34252,3.802497801,2.081441367,0
DOM_C01520,PV,Alkaline,2050,60886.54694,2.229498053,1.991493333,0
DOM_C01520,Onshore,PEM,2050,113967.0555,4.938498506,0,1.794930645
DOM_C01520,Onshore,Alkaline,2050,105299.9005,3.07449749,0,1.762820772
DOM_C01520,Hybrid,PEM,2050,66353.03376,3.805498947,2.06811101,0
DOM_C01520,Hybrid,Alkaline,2050,60586.50882,2.232498781,1.974921987,0
DOM_C01521,PV,PEM,2050,65696.42156,3.848499695,2.076400171,0
DOM_C01521,PV,Alkaline,2050,60615.43103,2.258498038,2.019710025,0
DOM_C01521,Onshore,PEM,2050,103053.2179,5.738498167,0,1.909834942
DOM_C01521,Onshore,Alkaline,2050,93152.95824,3.576499023,0,1.826809272
DOM_C01521,Hybrid,PEM,2050,66294.01043,3.852498258,2.110425017,0
DOM_C01521,Hybrid,Alkaline,2050,60355.79715,2.261498692,2.005119817,0
CRI_C01505,PV,PEM,2050,63645.56924,4.117498386,2.305324734,0
CRI_C01505,PV,Alkaline,2050,57792.68572,2.360498968,2.185201653,0
CRI_C01505,Onshore,PEM,2050,83522.7036,10.61949847,0,3.159721623
CRI_C01505,Onshore,Alkaline,2050,75557.75513,6.519498586,0,3.034376676
CRI_C01505,Hybrid,PEM,2050,63330.98544,4.120499144,2.285831291,0
CRI_C01505,Hybrid,Alkaline,2050,58164.50953,2.364497553,2.208279725,0
CRI_C01506,PV,PEM,2050,62313.21164,4.226499235,2.325330738,0
CRI_C01506,PV,Alkaline,2050,56641.49537,2.425499378,2.210602665,0
CRI_C01506,Onshore,PEM,2050,87152.18102,10.77949915,0,3.372175565
CRI_C01506,Onshore,Alkaline,2050,79915.5772,6.629498966,0,3.289292447
CRI_C01506,Hybrid,PEM,2050,62791.63804,4.230497787,2.355859143,0
CRI_C01506,Hybrid,Alkaline,2050,57196.70174,2.429498497,2.245493329,0
CRI_C01507,PV,PEM,2050,61370.10517,4.286499071,2.321194007,0
CRI_C01507,PV,Alkaline,2050,56175.5885,2.459498165,2.230815681,0
CRI_C01507,Onshore,PEM,2050,71744.7029,14.00149902,0,3.637821536
